regions;iso3;deskStudy;name;year;boreal;temperate;tropical;subtropical;1a_forestArea;1a_otherWoodedLand;1a_landArea;1b_naturallyRegeneratingForest;1b_plantedForest;1b_plantationForest;1b_plantationForestIntroduced;1b_otherPlantedForest;1c_primary;1c_tempUnstocked;1c_bamboos;1c_mangroves;1c_rubber;1f_palms;1f_treeOrchards;1f_agroforestry;1f_other;1f_treesUrbanSettings;2a_gs_ha_nat_reg;2a_gs_ha_forest;2a_gs_ha_plantation;2a_gs_ha_planted;2a_gs_ha_owl;2a_gs_ha_other_planted;2a_gs_tot_nat_reg;2a_gs_tot_planted;2a_gs_tot_plantation;2a_gs_tot_other_planted;2a_gs_tot_forest;2a_gs_tot_owl;2b_native_#1;2b_native_#2;2b_native_#3;2b_native_#4;2b_native_#5;2b_native_#6;2b_native_#7;2b_native_#8;2b_native_#9;2b_native_#10;2b_native_remaining;2b_native_total;2b_introduced_#1;2b_introduced_#2;2b_introduced_#3;2b_introduced_#4;2b_introduced_#5;2b_introduced_remaining;2b_introduced_total;2b_total_gs;2c_agb;2c_bgb;2c_dwb;2d_carbon_agb;2d_carbon_bgb;2d_carbon_dw;2d_carbon_litter;2d_carbon_soil;2d_soil_depth_cm;3a_prim_prod;3a_prim_prot;3a_prim_biodiv;3a_prim_socserv;3a_prim_multi;3a_prim_other;3a_prim_no_unknown;3a_tot_prod;3a_tot_prot;3a_tot_biodiv;3a_tot_socserv;3a_tot_other;3b_protected;3b_forMngt;3b_mngtProt;4a_priv_own;4a_individ;4a_bus_inst_fo;4a_indigenous_fo;4a_pub_own;4a_fo_unknown;4b_pub_admin;4b_individuals;4b_bus_inst_mr;4b_indigenous_mr;4b_unknown;5c_y_n;6a_policies_national;6a_policies_sub_national;6a_legislation_national;6a_legislation_sub_national;6a_platform_national;6a_platform_sub_national;6a_traceability_national;6a_traceability_sub_national;6b_pfe_y_n;6b_pfe_area;7b_phd_tot;7b_phd_fem;7b_phd_male;7b_msc_tot;7b_msc_fem;7b_msc_male;7b_ba_tot;7b_ba_fem;7b_ba_male;7b_tech_tot;7b_tech_fem;7b_tech_male;7b_total_tot;7b_total_fem;7b_total_male;7a_employment_tot;7a_employment_fem;7a_employment_male;7a_emp_forestry_tot;7a_emp_forestry_fem;7a_emp_forestry_male;7a_emp_logging_tot;7a_emp_logging_fem;7a_emp_logging_male;7a_emp_nwfp_tot;7a_emp_nwfp_fem;7a_emp_nwfp_male;7a_emp_support_tot;7a_emp_support_fem;7a_emp_support_male
Oceania;ASM;;American Samoa;2010;0;0;100;0;17.43;0;20;17.43;0;0;0;0;2.69;0;;0.04;0;;;;;;109.6;109.6;;0;;;1.91;0;0;0;1.91;;0.28;0.15;0.12;0.12;0.13;0.07;0.02;0.06;0.06;0;0.93;1.94;0;0;0;0;0;0;0;1.94;137.85;33.08;;64.79;15.55;;;;;0;0;0.06;0;2.53;0;14.84;0;0;2.59;2.53;0;2.59;2.59;2.59;17.43;0.09;0;17.28;0;0;0;0;0;0;;no;yes;yes;yes;yes;yes;yes;no;no;yes;2.59;0;0;0;0;0;0;0;0;0;6;4;2;6;4;2;0.01;0;0.01;0.01;0;0.01;0;0;0;0;0;0;0;0;0
Oceania;ASM;;American Samoa;2015;0;0;100;0;17.28;0;20;17.28;0;0;0;0;1.38;0;;0.04;0;;;;;;111.6;111.6;;0;;;1.93;0;0;0;1.93;;;;;;;;;;;;;0;;;;;;;0;0;143.91;34.54;;67.64;16.23;;;;;0;0;0.06;0;2.53;0;14.69;0;0;2.59;2.53;0;2.59;2.59;2.59;17.28;0.09;0;17.19;0;0;0;0;0;0;;no;yes;yes;yes;yes;yes;yes;no;no;yes;2.59;0;0;0;0;0;0;0;0;0;9;6;3;9;6;3;0.01;0;0.01;0.01;0;0.01;0;0;0;0;0;0;0;0;0
Oceania;ASM;;American Samoa;2020;0;0;100;0;17.13;0;20;17.13;0;0;0;0;0.09;0;;0.04;0;;;;;;113.5;113.5;;0;;;1.94;0;0;0;1.94;;;;;;;;;;;;;0;;;;;;;0;0;150.79;36.19;;70.87;17.01;;;;;0;0;0.06;0;2.53;0;14.54;0;0;2.59;2.53;0;2.59;2.59;2.59;;;;;;;;;;;;no;yes;yes;yes;yes;yes;yes;no;no;yes;2.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North and Central America;ATG;Desk study;Antigua and Barbuda;1990;0;0;100;0;10.11;15.6;44;;;;;;0;;;1.21;0;;;;;;;123;;;;;;;;;1.24;;;;;;;;;;;;;0;;;;;;;0;0;210;59;;98.7;27.73;;;;;;;;;;;10.11;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North and Central America;ATG;Desk study;Antigua and Barbuda;2000;0;0;100;0;9.45;15.6;44;;;;;;0;;;0.85;0;;;;;;;123;;;;;;;;;1.16;;;;;;;;;;;;;0;;;;;;;0;0;210;59;;98.7;27.73;;;;;;;;;;;9.45;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North and Central America;ATG;Desk study;Antigua and Barbuda;2010;0;0;100;0;8.78;15.6;44;;;;;;0;;;0.67;0;;;;;;;123;;;;;;;;;1.08;;;;;;;;;;;;;0;;;;;;;0;0;210;59;;98.7;27.73;;;;;;;;;;;8.78;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North and Central America;ATG;Desk study;Antigua and Barbuda;2015;0;0;100;0;8.45;15.6;44;;;;;;0;;;0.67;0;;;;;;;123;;;;;;;;;1.04;;;;;;;;;;;;;0;;;;;;;0;0;210;59;;98.7;27.73;;;;;;;;;;;8.45;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North and Central America;ATG;Desk study;Antigua and Barbuda;2020;0;0;100;0;8.12;15.6;44;;;;;;0;;;0.67;0;;;;;;;123;;;;;;;;;1;;;;;;;;;;;;;0;;;;;;;0;0;210;59;;98.7;27.73;;;;;;;;;;;8.12;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oceania;AUS;;Australia;1990;0;35;15;50;133882.2;;768230;132859.3;;1022.9;926.44;;;;;1045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;30;1022.9;;14481.66;;11382.6;0;106995.04;12405.5;;25864.2;27091.9;106488.6;14481.66;;;36124.62;;;;96746.39;1011.19;40389.38;56357.01;;;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;26281.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oceania;AUS;;Australia;2000;0;35;15;50;131814.1;;768230;130329.4;;1484.7;972.18;;4963;;;749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;85.56;40.69;24.72;42.78;20.35;12.36;4.52;86.61;30;1484.7;;17594.47;;9129;0;103605.93;10613.7;;26723.5;26965.9;103983.1;17594.47;;;31773.37;;;;98058.21;1982.52;37495.26;60562.95;;;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;26256.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oceania;AUS;;Australia;2010;0;35;15;50;129546.1;;768230;127378.2;2167.9;2008.9;1023.53;159;;;;913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;86.36;40.97;24.98;43.18;20.49;12.49;4.55;87.71;30;2008.9;;22260.35;;10556.6;0;94720.25;12565.5;30961.5;40733.1;33330.6;94662.1;22260.35;28824.69;17911.85;36184.19;;;16847.83;92342.3;1019.61;39354.76;50495.29;;2492.25;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;32763.7;32;;;;;;28;;;437;;;499;;;7.57;;;;;;;;;;;;2.17;;
Oceania;AUS;;Australia;2015;0;35;15;50;133094.5;;768230;130676.7;2417.8;1973.4;1035.44;444.4;4504;;;854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;84.56;40.05;24.31;42.28;20.02;12.16;4.46;85.99;30;1973.4;;23899.97;;10440.8;0;96780.33;12414.2;36334.8;45736.9;32116.8;99401.5;23899.97;42965.58;19048.04;43018.03;;;17862.51;89217;859.47;38104.8;46239.71;;4872.49;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;31154.3;52;;;;;;31;;;301;;;364;;;8.98;;;;;;;;;;;;2.96;;
Oceania;AUS;;Australia;2020;0;35;15;50;134005.1;;768230;131614.8;2390.3;1942.7;1037.01;447.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;83.98;39.77;24.15;41.99;19.89;12.07;4.43;85.41;30;1942.7;;24071.55;;10515.77;0;97475.08;12383.5;36053;46065.19;32347.37;100115.1;24071.55;43259.64;19178.43;;;;;;;;;;;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;AUT;;Austria;1990;0;100;0;0;3775.67;117.67;8252;2036.6;1739.4;0;0;1739.4;63;376;0;0;0;0;19.58;;2.6;;253.36;245.52;0;236.29;0;236.29;516;411;0;411;927;0;550;82;73;62;43;21;12;9;9;5;55;921;2;2;0.5;0.5;0;;5;926;143.5;37.1;1.6;70.37;18.29;0.78;15;106;50;2621.07;1119.11;0;35.49;0;0;0;3308;3775.67;;3495;;;1850;;2970.32;2152.13;461.39;356.8;805.35;0;805.35;0;0;0;;yes;yes;yes;yes;yes;yes;no;yes;no;yes;3775.67;6;0;6;65;5;60;0;0;0;133;3;130;204;8;196;21.08;;;;;;;;;;;;;;
Europe;AUT;;Austria;2000;0;100;0;0;3838.14;116.71;8252;2154.3;1683.7;0;0;1683.7;63;380;0;0;0;0;17.39;;3.37;;275.73;278;0;280.93;0;280.93;594;473;0;473;1067;0;640;96;74;70;46;25;18;12;9;7;63;1060;3;2;0.5;0;0.5;;6;1066;157.4;40.8;2.1;76.89;19.97;1.03;;;50;2635.04;1137.62;30.24;35.24;0;0;0;3342;3838.14;116.6;3662;;;1881;;3085.48;2187.74;539.64;358.1;752.66;0;752.66;0;0;0;;yes;yes;yes;yes;yes;yes;no;yes;no;yes;3838.14;13;2;11;52;6;46;0;0;0;95;10;85;159;18;142;18;;;;;;;;;;;;;;
Europe;AUT;;Austria;2010;0;100;0;0;3863.2;134.21;8252;2183.7;1679.3;0;0;1679.3;63;458;0;0;0;0;13.92;;4.33;;287.13;291.47;0;297.15;0;297.15;627;499;0;499;1126;0;672;106;73;71;48;27;23;15;9;8;68;1120;3;2;1;0;0;;6;1126;164.5;42.1;3.1;80.22;20.43;1.5;26;104;50;2309.19;1411.62;107.2;35.19;0;0;0;3336;3863.2;291.2;3761;;729.08;1932;;3130.35;2202.02;522.69;405.64;732.85;0;732.85;0;0;0;;yes;yes;yes;yes;yes;yes;no;yes;no;yes;3863.2;11;3;8;38;10;28;32;8;24;100;6;94;181;27;154;20.25;;;;;;;;;;;;;;
Europe;AUT;;Austria;2015;0;100;0;0;3881.19;132.23;8252;2206.5;1674.5;0;0;1674.5;63;474;0;0;0;0;13.08;;4.87;;289.15;295.27;0;303.37;0;303.37;638;508;0;508;1146;0;681;111;74;70;50;29;23;17;9;8;67.5;1139.5;3;2;1;0.5;0;;6.5;1146;168.4;42.3;3.4;82.03;20.67;1.7;;;50;2202.53;1446.52;188.01;44.13;0;0;0;3319;3881.19;501.59;3813;;852.23;1941;;3166.66;2212.28;575.58;378.8;714.53;0;677.53;0;37;0;;yes;yes;yes;yes;yes;yes;no;yes;no;yes;3881.19;22;7;15;50;12;38;48;12;36;125;6;118;244;37;207;20.31;;;;;;;;;;;;;;
Europe;AUT;;Austria;2020;0;100;0;0;3899.15;130.24;8252;2227.5;1671.5;0;0;1671.5;63;490;0;0;0;0;13.08;;4.87;;289.11;299.04;0;312.29;0;312.29;644;522;0;522;1166;0;691;116;74;69;51;31;23;19;9;9;67.5;1159.5;3;2;1;0.5;0;;6.5;1166;172.3;42.7;3.7;83.84;20.91;1.79;;;50;2212.72;1453.21;188.89;44.33;0;0;0;3305;3899.15;521.04;3813;;878.4;1950;;;;;;;;;;;;;yes;yes;yes;yes;yes;yes;no;yes;no;yes;3899.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;AZE;;Azerbaijan;1990;0;71;0;29;944.74;31.56;8266;651.87;292.87;9.45;0;283.42;;;;;;;;;;;;172;;;;;;;;;162.5;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;944.74;;;;;;70;;;0;0;0;0;944.74;0;944.74;0;0;0;;no;yes;;yes;;no;;no;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;AZE;;Azerbaijan;2000;0;71;0;29;987.22;31.56;8266;681.18;306.04;9.87;0.05;296.17;;;;;;;;;;;;172;;;;;;;;;169.8;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;987.22;;;;;;371;;;0;0;0;0;987.22;0;987.22;0;0;0;;no;yes;;yes;;no;;no;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;AZE;;Azerbaijan;2010;0;71;0;29;1032.49;31.56;8266;743.4;289.1;10.32;0.05;278.77;;;;;;;;;;;;172;;;;;;;;;177.59;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;1032.49;;;;;;371;;;0;0;0;0;1032.49;0;1032.49;0;0;0;;no;yes;;yes;;no;;no;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;AZE;;Azerbaijan;2015;0;71;0;29;1077.89;29.49;8266;754.52;323.37;21.56;0.22;301.81;;;;;;;;;;;;172;;;;;;;;;185.4;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;1077.89;;;;;;371;;;0;0;0;0;1077.89;0;1077.89;0;0;0;;no;yes;;yes;;no;;no;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;AZE;;Azerbaijan;2020;0;71;0;29;1131.77;26.72;8266;826.2;305.57;22.63;0.22;282.94;;;;;;;;;;;;172;;;;;;;;;194.66;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;1131.77;;;;;;371;;;;;;;;;;;;;;no;yes;;yes;;no;;no;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Africa;BDI;;Burundi;1990;0;0;100;0;276.48;0;2568;115.1;161.38;161.38;161.38;0;92.08;;;0;0;;0;;;;100;126.27;145;145;;0;11.51;23.4;23.4;0;34.91;;;;;;;;;;;;;0;;;;;;;0;0;113.99;32.1;;53.57;15.09;;;;;;11.51;16.38;;;;248.59;16.38;27.89;11.51;;;115;;;0;0;0;0;276.48;0;276.48;0;0;0;;no;yes;no;yes;no;yes;no;no;no;yes;115;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Africa;BDI;;Burundi;2000;0;0;100;0;193.94;0;2568;80.97;112.97;112.97;112.97;0;64.78;;;0;0;30;0;182;;;100;126.22;145;145;;0;8.1;16.38;16.38;0;24.48;;;;;;;;;;;;;0;;;;;;;0;0;114.03;32.11;;53.59;15.09;;;;;;8.1;16.38;;;;169.46;16.38;24.48;8.1;;;115;;;0;0;0;0;193.94;0;193.94;0;0;0;;no;yes;no;yes;no;yes;no;no;no;yes;115;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Africa;BDI;;Burundi;2010;0;0;100;0;193.94;0;2568;80.97;112.97;112.97;112.97;0;64.78;;;0;0;30;0;186.51;;;100;126.22;145;145;;0;8.1;16.38;16.38;0;24.48;;;;;;;;;;;;;0;;;;;;;0;0;114.03;32.11;;53.59;15.09;;;;;;16.67;16.38;;;;160.89;16.38;33.05;16.67;;;115;;;0;0;0;0;193.94;0;193.94;0;0;0;;no;yes;no;yes;no;yes;no;no;no;yes;115;2;1;1;;;;30;;;;;;;;;;;;;;;;;;;;;;;
Africa;BDI;;Burundi;2015;0;0;100;0;279.64;0;2568;166.67;112.97;112.97;112.97;0;64.78;;;0;0;30;0;195.41;;;100;118.19;145;145;;0;16.67;16.38;16.38;0;33.05;;;;;;;;;;;;;0;;;;;;;0;0;119.38;33.25;;56.11;15.63;;;;;;16.67;16.38;;;;246.59;16.38;33.05;16.67;;;115;;;0;0;0;0;279.64;0;279.64;0;0;0;;no;yes;no;yes;no;yes;no;no;no;yes;115;3;1;2;;;;70;11;59;160;55;105;233;67;166;0.72;0.1;0.62;;;;;;;;;;;;
Africa;BDI;;Burundi;2020;0;0;100;0;279.64;0;2568;166.67;112.97;112.97;112.97;0;64.78;;;0;0;30;0;210.36;;;100;118.19;145;145;;0;16.67;16.38;16.38;0;33.05;;;;;;;;;;;;;0;;;;;;;0;0;119.38;33.25;;56.11;15.63;;;;;;16.67;16.38;;;;246.59;16.38;33.05;16.67;;;115;;;;;;;;;;;;;;no;yes;no;yes;no;yes;no;no;no;yes;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;BEL;;Belgium;1990;0;100;0;0;677.4;20.7;3028;231.1;446.3;446.3;306;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;118.98;23.7;4.13;59.46;11.89;2.04;8.28;80.4;20;0;0;0;0;677.4;0;0;;;;677.4;;;;;383.4;;;;294;0;294;0;0;0;;no;;yes;;yes;;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;BEL;;Belgium;2000;0;100;0;0;667.3;27.1;3028;259.2;407.9;407.9;229.2;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;28.9;18.7;11.5;4.8;4;;;;;;;67.9;53;7.9;3.3;;3.4;;67.6;135.5;148.48;30.56;4.14;74.24;15.27;2.1;8.29;84.42;20;0;0;0;0;667.3;0;0;;179.1;8.3;667.3;;27.2;;;377.3;;;;290;0;290;0;0;0;;no;;yes;;yes;;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;BEL;;Belgium;2010;0;100;0;0;689.87;32.8;3028;283.4;406.37;406.37;289.3;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;32.8;23.5;15.3;5.4;5;;;;;;;82;52.2;7.1;7.5;;3.7;;70.5;152.5;164.54;31.82;5.22;82.26;16.87;2.65;8.21;89.29;20;0;0;0;0;681.2;0;8.67;;170.9;16;681.2;;26.3;;;376.8;320.3;56.5;;304.4;8.67;304.4;0;0;0;;no;;yes;;yes;;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;BEL;;Belgium;2015;0;100;0;0;689.3;32.9;3028;251.2;438.2;438.2;350.2;0;0;28.6;0;0;0;0;18.5;8.1;7.9;5.3;249.2;260.41;266.77;266.77;;;62.6;116.9;116.9;0;179.5;;35.2;23.2;13.5;6.2;5.3;3.3;3;2.8;1;0.8;4.5;98.8;49.8;6.9;6.8;4.9;3.8;8.5;80.7;179.5;172.3;35.6;6.4;86.4;17.8;3.2;8.2;87.6;20;0;0;12.4;0;676.9;0;0;;159.8;12.4;683.4;;180.3;307.7;;363.04;308.6;54.44;;326.26;0;324.92;0;0;0;;no;;yes;;yes;;yes;yes;yes;yes;513.17;11;5;6;59;30;29;79;25;55;;;;149;60;89;4.4;;;1.95;;;2.4;;;0;;;0.04;;
Europe;BEL;;Belgium;2020;0;100;0;0;689.3;32.9;3028;251.2;438.2;438.2;350.2;0;0;28.6;0;0;0;0;18.5;8.1;7.9;5.3;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;20;0;0;12.4;0;676.9;0;0;;;;;;;;;;;;;;;;;;;;no;;yes;;yes;;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Africa;BEN;;Benin;1990;0;0;100;0;4835.15;1951.55;11276;4822.53;13;13;13;0;0;;;7.71;0;;;;;;60.99;60.92;34.75;34.75;;0;294.13;0.45;0.45;0;294.56;;;;;;;;;;;;;0;;;;;;;0;0;103.56;20.71;2.5;48.68;9.74;;2.1;47;30;1436;;1247;;;;2152.15;;2522;1093;18;;2522;;;18;;;;4817.15;0;2522;;;18;;no;yes;yes;yes;no;yes;yes;no;no;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Africa;BEN;;Benin;2000;0;0;100;0;4135.15;1951.55;11276;4118.78;16;16;16;0;0;;;3.34;0;;;;;;60.99;60.92;34.75;34.75;;0;251.2;0.56;0.56;0;251.91;;;;;;;;;;;;;0;;;;;;;0;0;103.56;20.71;2.5;48.68;9.74;;2.1;47;30;1436;;1247;;;;1452.15;;2522;1093;18;;2522;;;18;;;;4117.15;0;2522;;;18;;no;yes;yes;yes;no;yes;yes;no;no;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Africa;BEN;;Benin;2010;0;0;100;0;3635.15;1951.55;11276;3615.15;20;20;20;0;0;;;1.28;0;;;;;;60.99;60.92;34.75;34.75;;0;220.49;0.7;0.7;0;221.45;;5.99;2.93;2.75;2.16;2.12;1.86;1.65;1.62;1.21;1.15;198.01;221.45;;;;;;;0;221.45;103.56;20.71;2.5;48.68;9.74;;2.1;47;30;1436;;1247;;;;952.15;;2522;1093;18;;2522;1261;;44;26;;;3591.15;0;3017;;;;;no;yes;yes;yes;no;yes;yes;no;no;yes;2522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Africa;BEN;;Benin;2015;0;0;100;0;3385.15;1951.55;11276;3363.15;22;22;22;0;0;;;1.41;0;;;;;;60.99;60.92;34.75;34.75;;0;205.12;0.76;0.76;0;206.22;;;;;;;;;;;;;0;;;;;;;0;0;103.56;20.71;2.5;48.68;9.74;;2.1;47;30;1436;;1247;;;;702.15;;2522;1093;18;;2522;1414.74;;;;;;;;;;;;;no;yes;yes;yes;no;yes;yes;no;no;yes;;;;;;;;;;;198;;;;;;;;;;;;;;;;;;;;
Africa;BEN;;Benin;2020;0;0;100;0;3135.15;1951.55;11276;3112.15;23;23;23;0;0;;;0.16;0;;;;;;60.99;60.92;34.75;34.75;;0;189.81;0.8;0.8;0;190.99;;;;;;;;;;;;;0;;;;;;;0;0;103.56;20.71;2.5;48.68;9.74;;2.1;47;30;;;;;;;3135.15;;;;;;2522;1414.74;;;;;;;;;;;;;no;yes;yes;yes;no;yes;yes;no;no;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North and Central America;BES;Desk study;Bonaire, Sint Eustatius and Saba;1990;0;0;100;0;1.91;18.98;32.2;1.91;0;0;0;0;;;0;0.35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;0.32;;;;1.59;;;;;;0.32;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North and Central America;BES;Desk study;Bonaire, Sint Eustatius and Saba;2000;0;0;100;0;1.91;18.98;32.2;1.91;0;0;0;0;;;0;0.35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;0.32;;;;1.59;;;;;;0.32;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North and Central America;BES;Desk study;Bonaire, Sint Eustatius and Saba;2010;0;0;100;0;1.91;18.98;32.2;1.91;0;0;0;0;;;0;0.35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;0.32;;;;1.59;;;;;;0.32;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North and Central America;BES;Desk study;Bonaire, Sint Eustatius and Saba;2015;0;0;100;0;1.91;18.98;32.2;1.91;0;0;0;0;;;0;0.35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;0.32;;;;1.59;;;;;;0.32;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North and Central America;BES;Desk study;Bonaire, Sint Eustatius and Saba;2020;0;0;100;0;1.91;18.98;32.2;1.91;0;0;0;0;;;0;0.35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;0.32;;;;1.59;;;;;;0.32;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Africa;BFA;;Burkina Faso;1990;0;0;100;0;7716.6;7743.8;27360;7702.6;14;0.7;0;13.3;0;0;;0;;;8.5;9131.5;;;30.23;30.23;30.23;30.23;22;30.23;232.85;0.42;0.02;0.4;233.27;170.36;;;;;;;;;;;;0;;;;;;;0;0;63.8;17.86;;30;8;;2.1;35;30;50;;318;0;7271.6;;77;;7639.6;318;0;0;1032;25;;0;0;0;0;7716.6;0;7716.6;0;0;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;3900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Africa;BFA;;Burkina Faso;2000;0;0;100;0;7216.5;8639.4;27360;7148.2;68.3;3.4;0;64.9;0;0;;0;;;41.6;9727.8;;;28.09;28.09;28.09;28.09;16;28.09;200.79;1.92;0.1;1.82;202.71;138.23;;;;;;;;;;;;0;;;;;;;0;0;59.27;16.6;;28;8;;2.1;35;30;390;;318;0.26;6431.24;;77;;7139.5;318;0.26;0;1012;259;;0;0;0;0;7216.5;0;7216.5;0;0;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;3900;;;;;;;;;;;;;;;;1.8;;;;;;;;;;;;;;
Africa;BFA;;Burkina Faso;2010;0;0;100;0;6716.5;9535;27360;6593.8;122.7;6.1;0;116.6;0;0;;0;;;74.8;10324;;;25.58;25.58;25.58;25.58;12;25.58;168.67;3.14;0.16;2.98;171.81;114.42;;;;;;;;;;;;0;;;;;;;0;0;53.98;15.11;;25;7;;2.1;35;30;603;0;318;0.38;5795.12;0;0;;67165;318;0.38;0;992;600;;0;0;0;0;6716.5;0;6716.5;0;0;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;3900;4;;;49;;;55;;;101;;;;;;13.6;;;1.6;;;12;;;;;;;;
Africa;BFA;;Burkina Faso;2015;0;0;100;0;6466.4;9982.8;27360;6316.6;149.9;7.5;0;142.4;0;0;;0;;;93.3;10622.2;;;24.74;24.74;24.74;24.74;10;24.74;156.27;3.71;0.19;3.52;159.98;99.83;26.38;12.59;9.58;6.34;6.17;6.04;5.48;5.22;4.42;4.41;58.38;145.01;1.1;8.87;2.16;0.52;0.33;2;14.98;159.99;52.21;14.62;;25;7;;2.1;35;30;882;0;573;0.38;5011.02;0;0;;6466.4;573;0.38;0;983;668.2;;0;0;0;0;6466.4;0;6466.4;0;0;0;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;3900;1;;;55;;;78;;;135;;;;;;50.9;;;35.9;;;14;;;;;;;;
Africa;BFA;;Burkina Faso;2020;0;0;100;0;6216.4;10430.6;27360;6039.3;177.1;8.9;0;168.2;0;0;;0;;;107.9;;;;22.65;22.65;22.65;22.65;8;22.65;136.79;4.01;0.2;3.81;140.8;83.44;;;;;;;;;;;;0;;;;;;;0;0;47.79;13.38;;22;6;;2.1;35;30;746;0;573.5;0.38;4896.52;0;0;;6216.4;573.5;0.38;0;974;882.4;;;;;;;;;;;;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;3900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
